"","id","familyna","firstnam","response","sex","age","assassim","blockcod","prefectu","prefdist","partycod","incumben","smdpr","won","evaluati","小泉評価理由","attitude","小泉支持理由","admitype","zohan","望ましい首相","yusei","understa","yuseifut","nenkin","usetax","usecontx","消費税率","yasukuni","tsuitou","ww2","iraq","femaleem","constitu","改正分野","whencons","yearcons","defence","treaty","attack","un","nkorea","collecti","smallgov","lifetime","publecen","keynes","safety","foreign","ideology"
"655",655,"松浪","健太","返送あり","男","34歳",NA,"近畿","大阪",10,"自民党","元","重複あり","小選挙区で当選","評価できる点が多い","北朝鮮に拉致問題を認めさせたこと。構造改革の推進。","どちらかと言えば支持する","自民党の体質を大きく変えつつあるから。","自民・公明連立","政党を維持したまま，自民，公明両党と連立する","安倍晋三","賛成","理解できる",NA,"その他","保険料と税金","賛成","","首相は靖国神社に参拝すべきだ","反対","どちらとも言えない","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","9条","　　年後","5年後","賛成","反対","賛成","賛成","どちらかと言えば賛成","反対","どちらかと言えば賛成","どちらかと言えば反対","賛成","反対","反対","どちらかと言えば反対",NA
"656",656,"辻元","清美","返送あり","女","45歳",NA,"近畿","大阪",10,"社会民主党","元","重複あり","比例区で復活当選","全く評価できない","隔差を広げ弱肉強食社会を招いた。アジア外交も大失敗。","支持しない","外交の歴史的失敗続きをごまかすために郵政問題を目くらましに使って解散する手法は国を誤った方向につれていく。","その他","民主党を含むあらゆる政党との連立を検討する","","反対","わからない","郵政公社の経営状況を見極めたうえで判断すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","天皇制",NA,NA,"反対","反対","反対","反対","反対","反対","反対","どちらかと言えば反対","どちらかと言えば反対","反対","反対","賛成",NA
"657",657,"肥田","美代子","返送あり","女","64歳",NA,"近畿","大阪",10,"民主党","前","重複あり","落選","全く評価できない","三位一体改革や道路公団改革は、中途半端に終わり、年金制度改革、税制・財政改革、少子化対策などの重要政策でも、何の実績も残していない。","支持しない","自分と意見の異なる自民党内外の人々に｢抵抗勢力｣のレッテルを張り、敵として扱う姿勢は、話し合いでより良いものを生み出そうという民主主義の原理を黙殺している。","民主単独","民主党を含むあらゆる政党との連立を検討する","岡田克也","反対","理解できる","郵政公社の経営状況を見極めたうえで判断すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金",NA,"","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ",NA,"地方自治、環境、男女共同参画社会、人権","　　年後","10年後","反対","反対","反対","どちらかと言えば賛成","どちらかと言えば反対","反対","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","反対","賛成",NA
"658",658,"浅沼","和仁","返送あり","男","44歳",NA,NA,"大阪",10,"共産党","新","小選挙区のみ","落選","全く評価できない","医療･年金改悪などの国民負担増や増税の推進。60年前に終わった戦争は正しかったとする靖国神社参拝。憲法9条を変えようとする動きや侵略戦争の反省のない外交など。","支持しない","(2)などから支持できない","その他",NA,"すぐに現実性はないが志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","保険料と税金","反対","","首相は靖国神社に参拝すべきではない",NA,"誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","わからない",NA,"反対","反対","反対","賛成",NA,"反対","反対","どちらかと言えば賛成","賛成","どちらとも言えない","反対","賛成","最も革新"
"659",659,"井脇","ノブ子","返送あり","女","59歳",NA,"近畿","大阪",11,"自民党","新","重複あり","比例区で復活当選","評価できる点が多い","","大いに支持する","","自民・公明連立","民主党を含むあらゆる政党との連立を検討する","小泉首相","賛成","理解できない","3事業ともになるべく早く民営すべきだ","3つともできるだけ速やかに民営化すべきだ","保険料と税金","賛成","","首相は靖国神社に参拝すべきだ","反対","自衛のためのやむを得ない戦争だった","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","憲法９条","　　年後","3年後","賛成","賛成","賛成","賛成","賛成","賛成","賛成","賛成","賛成","賛成","賛成","反対",NA
"660",660,"平野","博文","返送あり","男","56歳",NA,"近畿","大阪",11,"民主党","前","重複あり","小選挙区で当選","全く評価できない","特殊法人改革、道路公団改革など、看板倒れで中身のない改革で国民を欺いた","支持しない","中身のない郵政法案で、重要な国政課題を悪く放置して、国益と国民の利益を大きく損ねている。","民主単独",NA,"岡田克也","反対","理解できる","その他","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば賛成","年金財源としては2%　財政再建目的の増税は政府の無駄を一掃した後計算すべきもの","首相は靖国神社に参拝すべきではない","わからない","誤った国策に基づく侵略戦争だった","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ",NA,"地方分権","　　年後","5年後","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","賛成","どちらかと言えば賛成","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば反対","どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対",NA
"661",661,"山下","京子","返送あり","女","51歳",NA,NA,"大阪",11,"共産党","新","小選挙区のみ","落選","全く評価できない","やったことは、アメリカと財界の意を受けた国民犠牲と国際的孤立の政治である。","支持しない","うそとごまかし、誤った政治を強行するその姿勢は歴代でも最悪のもの","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","賛成","反対","反対","反対","賛成","どちらとも言えない","どちらとも言えない","反対","賛成","最も革新"
"662",662,"北川","知克","返送あり","男","53歳",NA,"近畿","大阪",12,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","不良債権問題は、トンネルを抜け出しGDPは実質名目ともプラスに転じ失業率も5.4%→4.2%へ改善しました。今後、郵政民営化に向けて全力で取り組んでまいります。","大いに支持する","聖域なき改革の推む中で、あらゆる分野において着実によくなっています","自民・公明連立","政党を維持したまま，自民，公明両党と連立する","小泉純一郎","賛成","わからない","3事業ともになるべく早く民営すべきだ","厚生年金と共済年金は統合すべきだが，国民年金を含めた一元化は困難だ","保険料と税金","どちらかと言えば反対","あらゆる改革を進め、できる限り増税はしない","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","わからない","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","わからない","どちらかと言えば改正すべきだ","第九条については、自衛隊の位置づけの明確化","わからない",NA,"どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","どちらとも言えない","どちらとも言えない",NA
"663",663,"樽床","伸二","返送あり","男","46歳",NA,"近畿","大阪",12,"民主党","前","重複あり","落選",NA,"三位一体の改革、道路公団改革、郵政民営化法案、すべてが中途半端。",NA,"三位一体の改革、道路公団改革、郵政民営化法案、すべてが中途半端。","民主単独",NA,"岡田克也",NA,NA,NA,"3つともできるだけ速やかに民営化すべきだ","保険料と税金",NA,"",NA,NA,NA,NA,NA,"改正すべきだ","第8章（地方自治）","　　年後","5年後",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",664,"太田","久美子","返送あり","女","50歳",NA,NA,"大阪",12,"共産党","新","小選挙区のみ","落選","全く評価できない","弱肉強食の強権政治、医療年金介護の改悪、靖国参拝に固執し外交の手づまり","支持しない","郵政法案の参院否決は国民の声、それでも強行しようとする姿勢は許されない。","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","保険料と税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","反対","反対","反対","賛成","賛成","どちらとも言えない","反対","賛成","最も革新"
"665",665,"吉井","英勝","返送あり","男","62歳",NA,"近畿","大阪",13,"共産党","前","重複あり","比例区で復活当選","全く評価できない","「改革」の名による年金・医療・介護の改悪、大企業のリストラ支援による雇用破壊","支持しない","総額12兆円のサラリーマン大増税計画。「消費税の2桁化」増税計画。日本を「戦争する国」にする改悪案","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","保険料と税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","反対","反対","反対","賛成",NA,NA,"反対","賛成","最も革新"
"666",666,"西野","あきら","返送あり","男","65歳",NA,"近畿","大阪",13,"自民党","前","重複あり","小選挙区で当選","どちらかと言えば評価できない","右傾化している","支持できないところが多い","","自民・公明連立","自民党に再合流する","","賛成","理解できる","3事業とも国営を堅持すべきだ","厚生年金と共済年金は統合すべきだが，国民年金を含めた一元化は困難だ","保険料と税金","賛成","","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","誤った国策に基づく侵略戦争だった","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","","　　年後","3年後","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","賛成","賛成","どちらとも言えない",NA,"どちらとも言えない","賛成","どちらかと言えば賛成","どちらかと言えば賛成","賛成",NA
"667",667,"富家","孝","返送あり","男","58歳",NA,"近畿","大阪",13,"民主党","新","重複あり","落選","どちらかと言えば評価できない","改革の花火は上がるが、結果として尻すぼみ","支持しない","独裁的な姿勢を支持できない。","民主単独","民主党を含むあらゆる政党との連立を検討する","岡田克也","反対","理解できる","郵政公社の経営状況を見極めたうえで判断すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば賛成","7％まで","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","わからない","どちらとも言えない","今年末の派遣期限が来たら撤退すべきだ","わからない","改正すべきだ","国際貢献","わからない",NA,"どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","どちらかと言えば賛成",NA
"668",668,"谷畑","孝","返送あり","男","58歳",NA,"近畿","大阪",14,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","小泉政権でなければこれ程改革は進まなかったと自負している。","大いに支持する","今度の経過大いに支持。判断にも一貫性がある。","自民・公明連立",NA,"小泉首相","賛成","理解できない","3事業ともになるべく早く民営すべきだ","厚生年金と共済年金は統合すべきだが，国民年金を含めた一元化は困難だ","保険料と税金","どちらかと言えば賛成","熟慮の余地有り","首相は靖国神社に参拝すべきだ","賛成","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","","わからない",NA,"どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","賛成","どちらかと言えば賛成","どちらとも言えない","賛成","どちらとも言えない","どちらとも言えない","反対","どちらかと言えば反対","どちらかと言えば賛成","最も革新"
"669",669,"長尾","敬","返送あり","男","42歳",NA,"近畿","大阪",14,"民主党","新","重複あり","落選","全く評価できない","年金社会保障制度改革が放置されている。","支持しない","Q1(2)に同じ","民主単独",NA,"岡田克也","反対","わからない","郵政公社の経営状況を見極めたうえで判断すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","賛成","","首相は靖国神社に参拝すべきだ","反対","自衛のためのやむを得ない戦争だった","できるだけ早期に撤退すべきだ","皇位継承は現行通り男子に限るべきだ","改正すべきだ","全文","　　年後","5年後","賛成","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","賛成","どちらとも言えない","賛成","賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","反対",NA
"670",670,"野沢","倫昭","返送あり","男","57歳",NA,NA,"大阪",14,"共産党","新","小選挙区のみ","落選","全く評価できない","小泉構造改革は国民生活を痛めつけ、日本経済にとっても有害","支持しない","政治がゆきづまり、国民に閉そく威をひろげたから","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","保険料と税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらとも言えない","反対","反対","反対","賛成","どちらとも言えない","賛成","反対","賛成","最も革新"
"671",671,"竹本","直一","返送あり","男","64歳",NA,"近畿","大阪",15,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","今までタブー視されていた分野に踏み込んだ勇気は大したもの","大いに支持する","","自民・公明連立","自民党に再合流する","小泉","賛成","わからない","貯金・保険は民営化するが，郵便は国営を堅持すべきだ","厚生年金と共済年金は統合すべきだが，国民年金を含めた一元化は困難だ","保険料と税金","どちらかと言えば賛成","","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","わからない","どちらとも言えない","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきでない","","わからない",NA,"どちらかと言えば賛成","どちらとも言えない","どちらかと言えば反対","どちらかと言えば賛成","どちらとも言えない","どちらかと言えば反対","どちらとも言えない","賛成","どちらかと言えば賛成","賛成","どちらとも言えない","反対",NA
"672",672,"堺井","裕貴","返送なし","女","37歳",NA,"近畿","大阪",15,"民主党","新","重複あり","落選",NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",673,"中野","好博","返送あり","男","62歳",NA,NA,"大阪",15,"共産党","新","小選挙区のみ","落選","全く評価できない","国民の要求とかけはなれたことをしているから","支持しない","郵政民営化は反対。「構造改革」の名で社会保険保障を連続的に切り捨て、国民いじめの政治をすすめてきた。庶民大増税・改悪の動きも許せない。","その他","民主党を含むあらゆる政党との連立を検討する","志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","保険料と税金","反対","","首相は靖国神社に参拝すべきではない",NA,"誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","",NA,NA,"反対","反対","反対","どちらかと言えば賛成","反対","反対","反対","どちらとも言えない","賛成","どちらかと言えば賛成","どちらとも言えない","賛成","最も革新"
"674",674,"樽井","良和","返送あり","男","38歳",NA,"近畿","大阪",16,"民主党","前","重複あり","落選","どちらかと言えば評価できない","郵政民営化ばかり固執、アメリカよりで他の大切な事、アジア外交・特別会計など無頓着。","支持できないところが多い","長年にわたり利益をシステムかしている与党ではいくら小泉さんが指揮しても抜本的な改革は無理。","民主単独",NA,"岡田克也","わからない","わからない","郵政公社の経営状況を見極めたうえで判断すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","どちらかと言えば反対","",NA,"反対","どちらとも言えない","今年末の派遣期限が来たら撤退すべきだ",NA,NA,"",NA,NA,"どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない",NA
"675",675,"稲月","直江","返送あり","女","31歳",NA,NA,"大阪",16,"共産党","新","小選挙区のみ","落選","全く評価できない","小泉内閣の4年間は、年金、医療、介護など社会保障制度の大改悪、「リストラ」応援と賃金破壊など、国民にはすさまじい”痛み”の連続。しかも「今の痛みに耐えれば、希望ある明日が来る」といいながら、「明日」に見えてきたものは、「希望」どころか、庶民を狙い撃ちにする","支持しない","","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","反対","反対","反対","どちらかと言えば賛成","どちらかと言えば反対","どちらとも言えない","反対","賛成","最も革新"
"676",676,"北側","一雄","返送あり","男","52歳",NA,NA,"大阪",16,"公明党","前","小選挙区のみ","小選挙区で当選","評価できる点が多い","構造改革を実行してきたから","大いに支持する","","自民・公明連立","民主党を含むあらゆる政党との連立を検討する","小泉純一郎","賛成","理解できない","3事業ともになるべく早く民営すべきだ","厚生年金と共済年金は統合すべきだが，国民年金を含めた一元化は困難だ","保険料と税金","どちらかと言えば賛成","国民の理解を得ながら論議する今後の課題","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった",NA,"女性天皇も認めるべきだ","改正すべきだ","環境権",NA,NA,"どちらかと言えば反対","どちらかと言えば賛成","どちらかと言えば反対","賛成","どちらとも言えない","反対","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対","どちらかと言えば反対","賛成",NA
"677",677,"岡下","信子","返送あり","女","66歳",NA,"近畿","大阪",17,"自民党","元","重複あり","小選挙区で当選","評価できる点が多い","決断力、リーダーシップ、わかりやすい言葉","大いに支持する","","自民・公明連立","政党を維持したまま，自民，公明両党と連立する","小泉純一郎","賛成","理解できる","3事業ともになるべく早く民営すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","どちらかと言えば賛成","","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","どちらとも言えない","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきだ","9条","わからない",NA,"どちらかと言えば賛成","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","どちらかと言えば賛成","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば反対",NA
"678",678,"西村","真悟","返送あり","男","57歳",NA,"近畿","大阪",17,"民主党","前","重複あり","比例区で復活当選","どちらかと言えば評価できない","拉致問題の前新は評価するが、それを終わらせようとしている点","支持しない","道理に反した解散、中途半端な改革","その他","民主党を含むあらゆる政党との連立を検討する","平沼赳夫","反対","理解できる","郵政公社の経営状況を見極めたうえで判断すべきだ","将来的には3つとも一元化すべきだ","全額税金","賛成","","首相は靖国神社に参拝すべきだ","反対","自衛のためのやむを得ない戦争だった","必要なら来年以降も派遣を継続すべきだ","皇位継承は現行通り男子に限るべきだ","改正すべきだ","国防","　　年後","3年後","賛成","賛成","賛成","賛成","賛成","賛成","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","賛成","賛成","反対","最も保守"
"679",679,"真鍋","穣","返送あり","男","53歳",NA,NA,"大阪",17,"共産党","新","小選挙区のみ","落選","全く評価できない","","支持しない","","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","",NA,NA,"反対","反対","反対","どちらとも言えない","反対","反対","反対","賛成","どちらとも言えない","どちらとも言えない","反対","賛成","最も革新"
"680",680,"中山","太郎","返送あり","男","81歳",NA,"近畿","大阪",18,"自民党","前","小選挙区のみ","小選挙区で当選","評価できる点が多い","国民に分かり易い簡単な表現を評価している","どちらかと言えば支持する","","自民・公明連立","民主党を含むあらゆる政党との連立を検討する","福田康夫","賛成","わからない","郵政公社の経営状況を見極めたうえで判断すべきだ","将来的には3つとも一元化すべきだ","全額税金",NA,"","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","再び侵略国家にならないことを原則として９条２項を改正する","　　年後","8年後",NA,NA,"賛成","どちらかと言えば賛成",NA,NA,"どちらかと言えば反対","どちらかと言えば反対","賛成","どちらかと言えば賛成","賛成","賛成",NA
"681",681,"中川","治","返送あり","男","54歳",NA,"近畿","大阪",18,"民主党","前","重複あり","落選","全く評価できない","","支持しない","","民主単独",NA,"岡田克也","反対","理解できる","郵政公社の経営状況を見極めたうえで判断すべきだ","将来的には3つとも一元化すべきだ","全額税金","どちらかと言えば反対","地方分譲の徹底や談合など公共事業の見直しなどの政府支出の徹底　削減を行うことが先。霞ヶ関は定数を半減できる。","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ",NA,"環境と人権","　　年後","5年後","どちらかと言えば反対","反対","どちらかと言えば反対","どちらとも言えない","どちらとも言えない","反対","反対","どちらとも言えない","どちらとも言えない","どちらとも言えない","反対","賛成",NA
"682",682,"大塚","康樹","返送あり","男","37歳",NA,NA,"大阪",18,"共産党","新","小選挙区のみ","落選","全く評価できない","「改革」の名による痛みの押し付け、国民いじめの政治のため","支持しない","（２）の回答と同様","その他",NA,"志位和夫","反対",NA,"3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","",NA,NA,"反対","反対","反対","どちらとも言えない","どちらかと言えば反対","反対","反対","賛成","どちらとも言えない","どちらとも言えない","反対","賛成","最も革新"
"683",683,"松浪","健四郎","返送あり","男","58歳",NA,"近畿","大阪",19,"自民党","元","重複あり","比例区で復活当選","評価できる点が多い","政策にブレがまったくない","大いに支持する","","自民・公明連立","民主党を含むあらゆる政党との連立を検討する","小泉純一郎","賛成","わからない","3事業ともになるべく早く民営すべきだ","厚生年金と共済年金は統合すべきだが，国民年金を含めた一元化は困難だ","保険料と税金","どちらかと言えば賛成","歳出削減を行ってから行うべきだから現時点では数量化できない。","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","賛成","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","わからない","改正すべきだ","憲法第９条に項目を加える","　　年後","5年後","どちらかと言えば賛成","どちらかと言えば賛成","賛成","賛成","どちらかと言えば賛成","賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","賛成",NA
"684",684,"長安","豊","返送あり","男","37歳",NA,"近畿","大阪",19,"民主党","前","重複あり","小選挙区で当選","どちらかと言えば評価できない","改革と称して手がけたもの（道路・年金など）いずれも中途半端","支持できないところが多い","国民受けを狙ったパフォーマンスばかりで具体的成果を生み出す努力が不足している","民主単独",NA,"岡田克也","反対","理解できる","貯金・保険は民営化するが，郵便は国営を堅持すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば反対","",NA,"賛成","どちらとも言えない","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきだ","安全保障","　　年後","5年後","どちらかと言えば賛成","どちらとも言えない","どちらかと言えば賛成","賛成","どちらかと言えば賛成","どちらかと言えば反対","どちらとも言えない","反対","どちらとも言えない","反対","どちらとも言えない","どちらとも言えない",NA
"685",685,"和気","豊","返送なし","男","64歳",NA,NA,"大阪",19,"共産党","新","小選挙区のみ","落選",NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",686,"盛山","正仁","返送あり","男","51歳",NA,"近畿","兵庫",1,"自民党","新","重複あり","小選挙区で当選","どちらかと言えば評価できる","改革には大きなエネルギーが必要であるから","どちらかと言えば支持する","構造改革は進めるべき。しかし、国民によりわかり易く説明すべき","自民・公明連立","政党を維持したまま，自民，公明両党と連立する","小泉総理","賛成","理解できる","3事業ともになるべく早く民営すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","どちらかと言えば賛成","","首相は靖国神社に参拝すべきではない","わからない","どちらとも言えない","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","防衛","　　年後","10年後","どちらとも言えない","どちらとも言えない","どちらとも言えない","賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","賛成",NA
"687",687,"石井","一","返送あり","男","71歳",NA,"近畿","兵庫",1,"民主党","前","重複あり","落選","全く評価できない","外交、内政共に行きづまっている","支持しない","掛け声、パフォーマンスだけでビジョン、政策がなく改革に値しない","民主単独","民主党を含むあらゆる政党との連立を検討する","岡田克也","反対","理解できる","その他","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば賛成","今後、慎重に検討する","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきだ","安全保障国際協力","　　年後","5年後","どちらかと言えば反対","どちらかと言えば反対","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","どちらかと言えば反対","どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対","どちらかと言えば反対","どちらとも言えない","どちらかと言えば反対",NA
"688",688,"味口","俊之","返送あり","男","35歳",NA,NA,"兵庫",1,"共産党","新","小選挙区のみ","落選","全く評価できない","構造改革の名により大企業優遇、国民生活破壊の政治をすすめている。","支持しない","庶民大増税をすすめている。憲法９条を変え、自衛隊をアメリカの起こす戦争に参加できるようにしようとしている。","その他",NA,"いない","反対",NA,"その他","その他","保険料と税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","わからない",NA,"反対","反対","反対","どちらかと言えば賛成","反対","反対","反対","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","反対","賛成","最も革新"
"689",689,"砂田","圭佑","返送あり","男","71歳",NA,NA,"兵庫",1,"無所属","前","小選挙区のみ","落選","評価できる点が多い","改革に妥協なしという強固な政治姿勢は国民から信頼される","支持できないところが多い","官から民への改革を進めようとする中で兵庫1区では落下傘の官僚を公認した。","自民単独","政党を維持したまま，自民，公明両党と連立する","安倍","賛成","理解できない","3事業ともになるべく早く民営すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","どちらかと言えば反対","","首相は靖国神社に参拝すべきだ","反対","自衛のためのやむを得ない戦争だった","必要なら来年以降も派遣を継続すべきだ",NA,"改正すべきだ","日本人が誇りを持てる憲法に全面的改正","わからない",NA,"賛成","どちらかと言えば賛成","賛成","どちらかと言えば賛成","賛成","賛成","賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","反対",NA
"690",690,"原","和美","返送あり","女","55歳",NA,NA,"兵庫",1,"無所属","新","小選挙区のみ","落選","全く評価できない","ウソとゴマカシで弱者に犠牲を押し付け、憲法を無視して日本を「戦争する国」にしようとしていること。","支持しない","中身を説明せず、「改革」を叫ぶだけで、郵政民営化だけを争点にしています。年金や外交など都合の悪いことにはフタをしており、実に無責任です。","その他",NA,"福島瑞穂","反対","理解できる","その他","3つともできるだけ速やかに民営化すべきだ","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","",NA,NA,"反対","反対","反対","反対","反対","反対","反対","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","賛成","最も革新"
