id,wave1id,response,blockcod,prefectu,prefdist,name,partycod,incumben,smdpr,prrank,won,coalitio,pastkoiz,futureko,elecsys1,elecsys2,appeal,manifest,reasonma,constitu,defense,treaty,attack,un,nkorea,iraq,collecti,smallgov,lifetime,publicen,keynes,consump2,pension,postal,highwayp,highwayf,safety,foreign,donation,subsidy,ideology
294,373,1,5,13,16,íÜí√êÏîéãΩ,2,1,3,1,3,4,3,4,2,3,6,1,0,2,2,2,2,1,1,5,2,3,2,3,1,2,1,3,1,1,5,1,1,1,7
295,98,1,5,13,16,âFìcêÏñFóY,7,1,1,99,4,1,1,1,3,1,2,1,0,1,1,1,1,1,3,1,1,3,3,3,2,5,5,2,2,4,1,5,3,2,7
296,999,1,5,13,16,ìáë∫ãXêL,1,3,3,4,1,2,2,2,5,5,4,2,5,1,1,3,4,1,2,2,1,3,3,1,2,1,5,5,5,5,1,5,5,1,11
297,99,1,5,13,17,ïΩëÚèüâh,1,1,3,4,1,2,2,2,2,2,2,1,0,1,3,3,3,1,1,2,1,4,4,4,2,3,5,2,1,4,3,5,3,3,6
298,999,1,5,13,17,ã—êDè~,2,3,3,1,4,4,4,4,3,6,2,1,0,2,3,3,5,4,3,5,5,3,4,3,3,2,2,4,4,2,5,1,2,2,6
299,999,1,5,13,17,êõñÏèüóS,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
300,999,1,5,13,18,è¨ó—ä≤ìT,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,5,1,5,1,1,5,1
301,365,1,5,13,18,îµéRñMïv,1,1,3,2,3,1,1,1,3,6,2,2,3,1,2,2,3,1,1,1,3,2,3,3,2,1,2,1,1,4,3,5,3,3,5
302,100,1,5,13,18,êõíºêl,2,1,1,99,1,9,4,4,3,3,1,1,0,2,2,2,4,1,3,5,4,4,3,3,2,2,1,3,5,1,4,1,1,1,5
303,999,1,5,13,19,ì°â™íqñæ,4,2,1,99,4,9,4,4,5,7,6,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
304,999,1,5,13,19,èºñ{ómïΩ,1,2,3,4,4,2,2,1,4,6,5,1,0,1,2,2,2,1,2,2,2,2,2,2,2,3,4,2,2,2,2,4,3,4,8
305,999,1,5,13,19,â°ìcèπéO,5,2,3,1,4,9,4,4,5,7,2,2,5,5,5,5,5,5,5,5,5,5,3,3,2,5,1,5,5,5,5,1,1,2,1
306,101,1,5,13,19,ññèºã`ãK,2,1,3,1,1,4,4,3,1,3,1,1,0,2,2,3,1,1,3,5,3,3,3,3,3,2,3,3,3,1,3,2,3,1,6
307,999,1,5,13,20,ê¥êÖê¥àÍòN,1,2,3,4,4,1,2,2,2,6,2,1,0,5,2,4,4,3,4,3,4,4,2,4,9,2,4,4,2,4,2,3,2,3,5
308,102,1,5,13,20,â¡ì°åˆàÍ,2,1,3,1,1,4,4,4,2,2,2,1,0,4,3,3,3,4,4,5,5,3,3,4,4,4,1,3,5,1,4,4,2,1,5
309,999,1,5,13,20,írìcê^óùéq,4,2,3,4,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
310,999,1,5,13,21,ìcêÏñL,4,2,1,99,4,9,4,4,5,7,6,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
311,999,1,5,13,21,ã¥ñ{èÈìÒ,1,2,3,4,4,3,1,1,3,4,1,2,2,1,1,3,1,1,3,1,1,1,3,1,1,1,1,1,1,3,1,5,5,2,8
312,103,1,5,13,21,êÏìcâxéq,10,1,1,99,4,9,4,4,5,6,2,2,3,4,5,5,5,5,5,5,5,5,3,2,5,5,1,5,3,3,5,1,1,5,2
313,999,1,5,13,21,í∑ìáè∫ãv,2,2,3,1,1,4,2,3,2,2,2,1,0,1,2,2,3,1,2,2,1,3,4,2,3,3,1,1,9,1,2,1,2,1,7
314,366,1,5,13,22,à…ì°íBñÁ,1,1,3,3,3,1,1,1,2,2,2,1,0,1,3,2,2,2,2,2,3,3,4,5,4,4,3,2,1,4,2,2,4,1,7
315,999,1,5,13,22,é·ó—ã`èt,4,2,3,2,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,5,2,5,1,1,5,1
316,104,1,5,13,22,éRâ‘àËïv,2,1,3,1,1,9,3,4,2,3,1,1,0,2,3,3,4,1,3,4,5,3,4,3,3,2,3,4,4,1,4,1,3,1,5
317,999,1,5,13,22,ç≤ì°ê∑ó≤,10,2,1,99,4,8,2,2,2,3,5,1,0,2,3,3,2,2,2,2,2,2,4,4,4,9,3,2,2,3,3,2,3,2,6
318,372,1,5,13,23,êŒñ—Ç¶Ç¢éq,2,1,3,1,3,4,3,3,2,7,2,1,0,2,5,5,5,3,5,5,5,5,4,3,4,2,2,3,1,1,5,1,1,1,3
319,999,1,5,13,23,ç°ë∫èáàÍòY,4,2,3,3,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
320,105,1,5,13,23,à…ì°åˆâÓ,1,1,3,4,1,1,1,1,1,2,2,1,0,1,1,1,1,1,2,1,5,3,4,3,2,2,2,1,1,4,2,2,4,2,6
321,999,1,5,13,24,îãê∂ìcåıàÍ,1,2,3,4,1,1,2,2,3,6,2,1,0,2,2,2,2,2,2,2,2,3,3,2,3,3,3,4,2,3,2,3,3,3,7
322,999,1,5,13,24,êŒã¥åO,10,2,1,99,4,1,1,2,5,2,2,1,0,1,2,3,2,2,2,4,2,2,4,3,4,2,2,2,1,4,3,2,4,2,5
323,999,1,5,13,24,ì°ñ{é¿,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,3,1,5,1,1,5,1
324,106,1,5,13,24,à¢ãví√çKïF,2,1,3,1,3,4,3,4,2,2,1,1,0,4,2,3,5,1,3,5,5,4,4,3,3,3,1,3,5,1,4,2,1,1,6
325,999,1,5,13,25,óÈñÿëÒñÁ,4,2,1,99,4,9,4,4,5,7,6,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,5,5,5,1,5,1,1,5,1
326,999,1,5,13,25,à‰è„êMé°,1,2,3,4,1,1,1,1,1,3,2,1,0,1,5,5,5,1,1,1,5,1,5,1,5,1,5,5,1,5,1,5,5,1,7
327,999,1,5,13,25,írìcê≥ìÒ,10,2,1,99,4,9,2,4,3,7,2,2,3,5,5,5,5,3,5,5,5,2,3,3,5,2,1,3,3,3,4,1,1,1,11
328,999,1,5,13,25,ìáìcãv,2,2,3,1,3,4,4,3,2,3,1,1,0,3,4,4,5,1,4,4,4,3,3,2,3,3,1,2,4,2,4,2,2,2,3
329,999,1,4,12,1,à¿ãÚïêïv,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,1,5,5,5,5,1,1,1,5,1,5,5,1,5,1,1,5,1
330,71,1,4,12,1,âPà‰ì˙èoíj,1,1,3,3,4,1,1,1,2,7,1,2,3,1,3,3,4,1,4,1,3,2,3,2,1,2,3,4,2,4,2,4,5,3,7
331,999,1,4,12,1,ìcìàóv,2,2,3,3,1,4,9,4,2,3,1,1,0,2,2,3,5,1,3,5,2,2,5,4,3,2,3,2,1,2,2,1,2,1,3
332,72,1,4,12,2,âiìcéıçN,2,1,3,3,1,4,2,3,1,2,6,1,0,1,2,2,3,1,1,4,3,3,2,5,4,1,1,3,5,1,4,2,1,2,4
333,999,1,4,12,2,ç]å˚àÍóY,1,3,3,3,4,1,1,1,2,2,1,1,0,2,1,1,3,1,2,1,1,1,3,4,5,1,5,1,1,5,4,4,5,3,9
334,999,1,4,12,2,é·èºî…íj,5,2,3,1,4,5,4,4,5,7,1,2,2,5,5,5,5,4,5,5,5,5,1,1,2,5,1,5,5,2,5,1,1,2,1
335,999,1,4,12,2,íÜìàêΩ,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,9,9,5,1,5,9,1,5,1,1,5,1
336,999,1,4,12,3,ã‡ñÏåıê≠,4,2,1,99,4,9,4,4,5,7,1,1,0,5,5,5,5,5,5,5,5,5,1,9,9,5,1,5,9,1,5,1,1,5,1
337,999,1,4,12,3,â™ìáàÍê≥,2,2,3,3,1,4,4,4,2,3,6,1,0,5,2,5,5,1,4,5,5,5,3,5,5,1,1,1,1,1,4,1,3,1,7
338,73,1,4,12,3,èºñÏîéàÍ,1,1,3,3,3,1,1,1,3,7,6,1,0,1,2,2,2,3,3,2,2,4,3,3,3,2,5,2,2,4,3,5,4,2,6
339,74,1,4,12,4,ñÏìcâ¿ïF,2,1,3,3,1,4,4,4,3,2,1,1,0,1,2,3,3,2,2,5,2,3,3,4,5,3,1,2,1,3,3,2,2,2,8
340,999,1,4,12,4,í√âÍçKéq,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,3,3,5,1,5,4,1,5,1,1,5,1
341,999,1,4,12,4,í∑íJêÏëÂ,1,2,3,3,4,99,1,1,2,9,9,1,0,1,2,2,2,1,3,2,5,3,5,3,4,3,3,2.5,2,3,2,3,5,2,7
342,999,1,4,12,5,ë∫âzóSñØ,2,2,3,3,1,9,4,4,3,7,2,1,0,4,2,3,4,1,3,5,5,5,3,1,1,1,1,4,3,3,5,1,1,2,5
343,999,1,4,12,5,çïëÚèGñæ,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,9,1,9,9,5,1,5,9,1,5,1,1,5,1
344,999,1,4,12,5,âíâYåíëæòY,1,2,3,3,4,1,1,1,3,7,2,1,0,1,1,2,2,1,1,3,1,3,2,4,3,3,3,3,1,3,3,2,3,3,8
345,75,1,4,12,5,ìcíÜçb,9,1,1,99,4,8,2,3,4,7,3,1,0,2,9,4,3,3,4,5,5,3,9,2,2,3,3,1,2,4,5,3,1,2,4
346,999,1,4,12,6,çÇã¥ÇΩÇ¶Ç±,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,9,9,5,1,5,9,1,5,1,1,5,1
347,76,1,4,12,6,ê∂ï˚çKïv,2,1,3,3,1,6,4,4,3,6,2,2,3,4,4,4,5,3,4,5,5,4,3,3,4,2,1,3,9,2,4,1,1,1,1
348,344,1,4,12,6,ìnï”îéìπ,1,1,3,3,3,1,2,2,3,3,1,1,0,2,2,3,3,2,2,3,2,2,2,2,2,3,3,4,3,4,2,4,4,4,5
349,999,1,4,12,7,ì‡éRçW,2,2,3,3,1,4,4,4,2,2,2,1,0,2,2,3,3,1,3,2,3,3,4,4,3,2,1,2,2,1,3,2,3,3,5
350,999,1,4,12,7,èºñ{òañ§,1,2,3,3,4,9,2,2,2,2,2,1,0,1,1,2,2,1,1,2,2,3,2,2,2,2,3,2,1,2,3,5,4,2,7
351,999,1,4,12,7,ìnïîó≤ïv,4,2,1,99,4,99,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,9,9,5,1,5,9,1,5,1,1,5,1
352,999,0,4,12,7,ã{â™êiàÍòY,10,2,1,99,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
353,349,1,4,12,8,èºçËåˆè∫,2,1,3,3,1,4,4,4,2,2,1,1,0,2,2,9,4,2,3,5,2,3,4,5,4,5,1,2,5,1,3,4,4,1,7
354,348,1,4,12,8,ç˜ìcã`çF,1,1,3,3,3,1,1,1,2,1,2,1,0,1,1,1,2,1,1,1,1,3,2,5,5,3,2,4,1,3,2,5,5,2,3
355,999,1,4,12,8,â¡ì°âpóY,4,2,1,99,4,99,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,1,1,5,1,5,5,1,5,1,1,5,1
356,999,1,4,12,9,è„ìcÇÊÇµÇ©Ç¬,4,2,1,99,4,9,4,4,5,7,1,1,0,5,5,5,5,5,5,5,5,5,1,9,9,5,1,5,9,1,5,1,1,5,1
357,79,1,4,12,9,êÖñÏå´àÍ,1,1,3,3,1,1,1,1,2,3,2,1,0,1,2,2,3,1,2,3,2,4,2,3,4,5,3,2,1,3,3,4,3,3,6
358,999,1,4,12,9,ê{ì°ç_,2,3,3,3,3,4,2,3,2,2,4,1,0,3,3,4,4,2,3,4,5,2,4,3,4,3,4,2,2,2,3,1,2,1,6
359,999,1,4,12,10,íÜëÚåí,2,2,3,3,4,9,4,4,4,6,6,1,0,1,3,4,4,2,4,4,5,3,3,4,3,1,1,5,2,3,4,1,1,1,11
360,80,1,4,12,10,ó—ä≤óY,1,1,3,3,1,1,1,1,4,7,2,1,0,9,2,3,2,1,3,1,5,4,3,2,5,5,5,2,1,5,3,5,5,5,7
361,999,1,4,12,10,íJìcêÏå≥,10,2,1,99,4,1,2,2,3,2,6,2,5,2,2,2,2,2,2,2,2,3,3,1,2,3,3,4,4,4,2,4,4,3,7
362,999,1,4,12,10,ç‚ñ{çOãB,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,9,9,5,1,5,9,1,5,1,1,5,1
363,999,0,4,12,10,â¡ê£îé,10,2,1,99,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
364,81,0,4,12,11,êXâpâÓ,1,1,3,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
365,78,1,4,12,11,í∑ïlîéçs,2,1,3,2,3,4,3,4,4,2,1,1,0,1,3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,4,3,2,2,6
366,999,1,4,12,11,ëOìcãûéq,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,9,9,5,1,5,9,1,5,1,1,5,1
367,343,1,4,12,12,ïlìcñıàÍ,1,1,3,3,1,1,2,2,1,1,4,1,0,1,1,1,5,3,3,1,3,3,3,2,3,2,3,3,2,3,3,3,4,4,8
368,999,1,4,12,12,äõéuìcà¿ë„,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,1,9,9,5,1,5,9,1,5,9,1,5,1
369,999,1,4,12,12,ê¬ñÿà§,2,2,3,3,3,6,3,3,2,3,1,1,0,3,3,3,3,1,3,3,3,3,3,3,3,2,1,2,3,1,2,4,3,1,6
370,346,1,4,12,13,é¿êÏçKïv,1,1,3,3,1,1,1,1,4,6,1,1,0,2,1,1,3,1,2,1,2,2,3,1,3,2,2,2,2,4,3,2,3,3,7
371,999,1,4,12,13,é·à‰çNïF,2,2,3,3,3,4,4,4,4,2,1,1,0,2,2,2,3,1,2,4,2,4,4,4,4,3,4,4,2,2,5,2,4,2,4
372,999,1,4,12,13,à‰ñÏí∑âp,4,2,1,99,4,9,4,4,5,7,1,2,5,5,5,5,5,5,5,5,5,5,1,9,9,5,1,5,9,1,5,1,1,5,1
373,999,1,4,14,1,èºñ{èÉ,1,3,3,3,1,2,2,2,2,2,2,1,0,2,3,2,2,1,3,1,2,2,4,4,4,2,2,2,1,5,1,5,3,2,4
374,108,1,4,14,1,ç≤ì°å™àÍòY,2,1,3,3,3,9,2,4,1,3,1,1,0,3,4,4,5,2,3,5,3,3,4,3,4,4,1,2,5,1,3,2,2,1,11
375,999,1,4,14,1,íÜâ∆é°éq,4,2,1,99,4,9,4,4,9,7,1,1,0,5,5,5,5,5,5,5,5,5,2,2,5,5,2,5,5,1,5,1,1,5,1
376,999,1,4,14,1,ó—íÂéO,5,2,3,1,4,7,4,4,4,6,1,2,3,5,5,5,5,5,5,5,5,5,1,1,1,5,1,5,4,1,5,1,1,1,6
377,109,1,4,14,2,êõã`àÃ,1,1,3,3,1,2,2,2,2,2,5,1,0,2,3,2,2,1,3,1,2,1,5,4,4,1,1,2,1,5,1,5,2,2,3
378,352,1,4,14,2,ëÂèoè≤,2,1,3,3,3,4,4,4,4,3,2,1,0,5,5,5,5,5,5,5,5,5,3,1,3,3,1,5,5,1,5,1,1,1,6
379,999,1,4,14,2,ìíêÏî¸òaéq,4,2,1,99,4,9,4,4,3,7,1,9,0,5,5,5,5,5,5,5,5,5,2,2,3,5,2,5,5,1,5,1,1,5,1
380,999,1,4,14,3,â¡ì°èÆïF,2,2,3,3,3,4,2,4,4,2,1,1,0,2,1,2,2,3,3,3,4,2,3,4,4,3,1,2,3,2,3,3,2,2,5
381,999,1,4,14,3,òaìcñŒ,5,2,3,1,4,7,4,4,5,6,5,1,0,5,5,5,5,1,5,5,5,5,3,2,3,5,1,4,4,4,5,1,1,4,1
382,999,1,4,14,3,éRâ∫ç_àÍòY,10,2,1,99,4,4,2,3,2,2,2,1,0,2,2,2,2,1,3,2,2,1,2,3,2,2,2,1,2,1,2,3,2,1,3
383,999,1,4,14,3,ëÂíJñ±,4,2,1,99,4,9,4,4,4,7,4,1,0,5,5,5,5,3,5,5,5,5,1,2,2,5,1,4,2,2,4,1,1,5,1
384,110,1,4,14,3,è¨çüñÿî™òY,1,1,3,3,1,1,1,2,2,3,2,1,0,1,1,1,2,1,2,1,1,3,3,3,3,2,5,3,1,3,2,2,5,2,7
385,999,1,4,14,4,înìnó¥é°,10,2,1,99,4,8,2,3,3,2,2,1,0,1,2,4,3,1,1,1,3,2,4,4,5,1,5,3,1,3,4,5,1,1,7
386,999,1,4,14,4,ó—èÅ,1,2,3,3,4,1,1,1,3,2,2,1,0,1,3,3,2,1,2,2,4,2,4,3,4,3,2,3,1,2,5,4,3,2,6
387,999,1,4,14,4,ó—êLñæ,4,2,1,99,4,9,4,4,5,7,1,9,0,5,5,5,5,5,5,5,5,5,2,3,5,5,1,5,5,1,5,1,1,5,1
388,111,1,4,14,4,ëÂêŒèÆéq,2,1,3,3,1,4,4,4,2,7,1,1,0,1,2,3,2,1,3,4,2,9,3,2,3,2,1,3,9,2,3,4,9,1,6
389,999,1,4,14,5,ç‚à‰äw,1,2,3,3,4,1,2,2,4,3,2,1,0,1,2,3,2,9,4,2,4,3,3,2,4,3,4,3,2,4,9,5,4,4,10
390,361,1,4,14,5,ëÂêXñ“,4,1,3,2,4,9,4,4,5,7,1,1,0,5,5,5,5,5,5,5,5,5,2,2,2,5,2,5,5,1,5,1,1,2,11
391,112,1,4,14,5,ìcíÜåcèH,2,1,3,3,1,4,2,4,2,3,1,1,0,2,2,3,3,1,1,4,3,5,2,1,1,3,1,2,1,1,4,2,3,1,5
392,113,1,4,14,6,írìcå≥ãv,2,1,3,3,3,4,3,3,3,2,6,1,0,3,3,3,3,2,2,3,5,3,3,3,2,1,1,3,3,1,5,2,1,1,11
393,999,1,4,14,6,èüñîçPàÍòY,10,2,1,99,4,9,2,2,4,6,2,1,0,2,3,3,3,4,4,2,4,4,4,3,4,2,1,1,1,4,3,1,1,1,7
394,999,1,4,14,6,è„ìcåbéq,5,2,3,1,4,9,4,4,5,6,2,1,0,5,5,5,5,5,5,5,5,5,3,3,1,4,1,5,1,4,5,1,1,3,4
395,999,1,4,14,6,ì°à‰î¸ìoó¢,4,2,1,99,4,9,4,4,5,7,4,2,3,5,5,5,5,3,5,5,5,5,3,3,3,5,3,5,5,2,2,1,1,5,1
396,357,1,4,14,6,è„ìcóE,3,1,1,99,1,1,1,2,4,7,2,2,3,2,4,3,4,2,2,2,2,2,4,4,4,3,3,1,2,4,2,1,2,9,7
397,114,1,4,14,7,óÈñÿçPïv,1,1,3,3,3,1,1,1,2,3,6,1,0,5,4,4,5,1,3,4,5,3,3,3,4,3,3,3,3,3,3,2,3,3,1
398,999,1,4,14,7,èºç„âÎéq,4,2,1,99,4,9,4,4,9,7,1,9,0,5,5,5,5,5,5,5,5,5,2,2,3,5,2,5,5,1,5,1,1,5,1
399,353,1,4,14,7,éÒì°êMïF,2,1,3,3,1,4,4,4,2,3,1,1,0,3,3,4,5,1,4,5,4,4,3,3,2,3,2,2,2,2,3,2,2,2,4
400,115,1,4,14,8,ç]ìcåõéi,10,1,1,99,4,9,3,1,2,2,6,1,0,2,2,2,3,1,3,5,5,2,4,4,5,3,1,1,1,1,3,4,1,1,5.5
401,999,1,4,14,8,éRíÜâhéi,4,2,1,99,4,9,4,4,9,7,1,1,0,5,5,5,5,1,5,5,5,3,1,1,1,5,1,5,5,1,5,1,1,5,1
402,368,1,4,14,8,ä‚ö†ìNêl,2,1,3,3,1,9,3,3,5,6,4,2,3,1,3,5,4,4,5,4,5,5,3,2,2,1,1,5,5,2,2,1,2,3,2
403,999,1,4,14,8,ãgìcó≤â√,1,2,3,3,4,1,1,1,1,2,5,1,0,3,3,2,5,1,3,2,4,2,5,4,3,5,4,1,1,5,5,3,2,2,5
404,999,1,4,14,9,è¨ó—ïêé°,10,2,1,99,4,9,2,3,5,3,2,2,5,5,3,4,5,3,5,3,3,1,3,2,2,5,4,5,5,5,5,1,1,4,3
405,999,1,4,14,9,íÜç`ëÒ,1,2,3,3,4,99,1,1,4,9,2,1,0,2,2,3,4,2,2,2,3,4,5,5,5,3,5,3,1,3,4,3,2,1,8
406,999,1,4,14,9,ä}ç_éj,2,2,3,3,1,4,3,3,5,2,6,1,0,1,3,3,4,1,1,5,4,2,5,9,4,2,2,1,1,1,4,9,2,1,7
407,999,1,4,14,9,äõâ∫å≥,4,2,1,99,4,9,4,4,9,7,1,1,0,5,5,5,5,4,5,5,5,5,2,3,3,5,3,5,5,1,5,1,1,5,3
408,117,1,4,14,10,ìcíÜòaìø,1,1,3,3,1,1,1,1,2,2,1,1,0,1,1,2,3,1,2,2,2,2,4,4,4,1,2,2,2,2,2,3,3,3,3
409,999,1,4,14,10,ä}ñÿó≤,4,2,3,3,4,7,4,4,3,7,1,1,0,5,5,5,5,3,5,5,5,5,2,3,3,5,3,5,4,2,3,1,1,4,1
410,999,1,4,14,10,åvâÆå\çG,2,2,3,3,3,4,3,3,2,3,6,1,0,2,5,5,3,1,1,5,5,4,4,4,4,2,1,2,1,1,4,1,1,1,3
411,999,1,4,14,11,ê£åÀòaçO,4,2,1,99,4,9,4,4,5,7,1,1,0,5,5,5,5,5,5,5,5,5,1,2,9,5,1,5,9,2,5,1,1,5,1
412,999,1,4,14,11,ëÚñÿóDï„,2,2,3,3,4,4,9,9,2,2,9,1,0,1,1,1,1,1,1,2,1,2,2,3,1,2,3,3,3,2,2,5,5,1,5.5
413,118,0,4,14,11,è¨êÚèÉàÍòY,1,1,1,99,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
414,362,1,4,14,12,à¢ïîíméq,5,1,3,1,3,7,4,4,5,6,2,1,0,4,5,5,5,4,5,5,5,5,2,3,4,4,2,2,2,1,5,1,1,2,5
415,434,1,4,14,12,íÜíÀàÍçG,2,1,3,3,1,4,4,4,2,2,1,1,0,1,3,2,5,1,3,5,1,5,3,3,3,3,1,2,5,1,5,1,2,1,5.5
416,999,1,4,14,12,çÇèºÇ›Ç«ÇË,4,2,1,99,4,9,4,4,9,7,1,1,0,5,5,5,5,5,5,5,5,5,2,2,3,5,2,5,5,1,5,1,1,5,1
417,999,1,4,14,12,ç˜à‰àËéO,1,3,3,3,3,1,1,1,2,1,1,2,3,1,2,3,2,1,2,2,1,2,2,3,3,3,3,2,2,3,2,2,2,2,6
418,999,1,4,14,12,óÈñÿç_àÍ,10,2,1,99,4,1,2,2,2,1,2,2,3,5,4,4,2,4,4,5,4,5,2,2,2,1,2,4,4,4,4,5,4,4,8
419,359,1,4,14,13,ìyìcó¥éi,2,1,3,3,4,4,4,4,2,2,1,1,0,1,5,5,2,1,2,5,3,2,3,4,5,2,1,4,5,1,2,3,1,1,5
420,999,1,4,14,13,êVà‰èréü,4,2,1,99,4,9,4,4,5,7,6,1,0,5,5,5,5,5,5,5,5,3,3,3,3,5,1,5,5,3,5,1,1,5,1
421,120,1,4,14,13,ä√óòñæ,1,1,1,99,1,1,1,1,2,3,2,1,0,1,3,3,3,2,3,1,4,3,2,3,3,2,3,2,1,4,3,3,5,3,6
422,999,1,4,14,14,ì°å¥ê≥ñæ,4,2,1,99,4,9,4,4,5,7,1,1,0,5,5,5,5,5,5,5,5,5,2,3,2,5,3,5,4,2,5,1,1,5,1
423,347,1,4,14,14,íÜñ{ëæâq,1,1,3,3,4,1,2,2,3,6,4,2,5,1,3,3,2,3,3,2,3,3,3,2,2,3,3,5,3,4,3,5,5,3,11
424,999,1,4,14,14,ñ•âYàÍóY,10,2,1,99,4,1,2,2,5,5,2,1,0,1,3,3,3,3,3,3,3,3,2,3,2,3,3,4,3,3,3,3,3,3,6
425,363,1,4,14,14,å¥ózéq,5,1,3,1,4,7,4,4,3,7,2,1,0,5,5,5,5,3,5,5,5,2,3,3,2,4,1,4,4,4,5,1,1,3,4
426,121,1,4,14,14,ì°à‰óTãv,2,1,3,3,1,4,4,4,2,2,1,1,0,1,3,3,5,1,3,3,1,4,4,4,4,2,3,2,4,1,3,2,3,1,7
427,999,1,4,14,15,éà‰ï∂ïF,2,2,3,3,4,4,4,4,2,3,2,1,0,2,2,3,3,1,2,5,3,5,1,1,1,3,1,5,5,3,5,3,1,1,11
428,999,1,4,14,15,åjèGåı,10,2,1,99,4,9,4,4,5,7,2,1,0,5,3,3,2,4,2,5,5,5,1,1,1,5,2,5,5,1,4,2,2,2,11
429,122,1,4,14,15,âÕñÏëæòY,1,1,3,3,1,1,1,1,2,2,6,9,0,1,3,3,1,1,2,5,1,3,3,4,4,9,1,2,1,4,3,5,3,1,11
430,999,1,4,14,15,ãgìcíÂïv,4,2,1,99,4,9,4,4,5,7,1,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,1,1,5,1
431,123,1,4,14,16,ãTà‰ëPîV,1,1,3,3,1,1,1,1,3,1,2,1,0,1,2,2,3,1,2,1,2,4,3,2,4,3,2,1,1,5,5,3,5,5,8
432,999,1,4,14,16,ïOéRêÁó¢,4,2,1,99,4,9,4,4,9,7,1,9,0,5,5,5,5,5,5,5,5,5,2,2,3,5,2,5,5,1,5,1,1,5,2
433,999,1,4,14,16,í∑ìcâpím,2,2,3,3,4,4,4,4,1,1,1,1,0,3,5,3,4,1,5,5,5,2,3,3,5,4,5,1,1,1,5,1,1,1,5
434,999,1,4,14,17,ç„å˚íºêl,2,2,3,3,4,4,4,4,3,1,2,1,0,2,1,3,3,1,2,5,3,3,4,5,5,3,1,3,3,1,5,1,1,1,3
435,124,1,4,14,17,âÕñÏómïΩ,1,1,3,3,1,2,2,2,2,1,6,1,0,5,3,3,5,3,5,3,5,4,2,2,2,3,2,3,3,3,4,1,5,2,6
436,999,1,4,14,17,óÈñÿêVéOòY,4,2,1,99,4,9,4,4,5,7,1,1,0,5,5,5,5,5,5,5,5,5,2,2,9,5,2,5,5,3,5,1,1,5,1
437,999,1,4,14,18,è@ìcóTîV,4,2,1,99,4,9,4,4,9,7,1,1,0,5,5,5,5,5,5,5,5,5,2,2,3,5,2,5,5,1,5,1,1,5,1
438,999,1,4,14,18,í|ë∫âpñæ,5,2,3,1,4,7,4,4,5,7,2,1,0,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,3,1,5,1,1,3,5
439,358,1,4,14,18,îÛçÇçÑ,2,1,3,1,1,4,4,3,2,2,1,1,0,2,3,3,3,1,4,2,3,3,4,4,2,3,1,3,1,1,3,2,3,1,7
440,999,1,4,14,18,à¿çœê¥óY,10,2,1,99,4,7,2,2,2,1,2,2,3,5,5,5,5,4,4,5,5,1,4,5,5,5,4,1,1,1,5,1,1,1,1
